Mean fitness,Best fitness
8.002850955729114,57.2731522524128
21.005216069053017,94.9001335721758
19.66789304071074,94.9001335721758
30.49980500010983,94.9001335721758
27.22029340216013,94.9001335721758
40.39916096790951,94.9001335721758
55.76448118220579,94.9001335721758
60.76206907655069,94.9001335721758
68.00991479536275,94.9001335721758
54.872543662845885,94.9001335721758
51.74404487576093,94.9001335721758
58.01037069576308,94.91859563501554
63.52186713020331,94.91859563501554
38.398588201420374,94.91859563501554
39.73059632108149,94.91859563501554
60.96201231485068,94.91859563501554
64.44520452063858,94.91859563501554
56.28552302457396,94.91859563501554
59.237313727476845,94.91859563501554
57.750980664474945,94.91859563501554
