Mean fitness,Best fitness
7.2777781240524915,65.20205958702508
13.425642533288196,73.97446168536148
15.042050259416758,73.97446168536148
23.220278612314736,89.6397775308804
29.629965584905218,89.6397775308804
31.08765360636569,89.6397775308804
40.22568484582795,89.6397775308804
42.75484376770166,89.6397775308804
45.721664201971116,89.6397775308804
49.90115970420739,89.6397775308804
46.7187817922458,89.6397775308804
33.448508323584704,89.6397775308804
47.28823484717455,89.6397775308804
43.012925883166055,89.6397775308804
48.38519014260446,89.6397775308804
54.54307700013758,89.6397775308804
51.54711307128031,89.6397775308804
49.72964915510318,89.6397775308804
49.69038842133752,89.6397775308804
54.67993101516598,89.6397775308804
