Mean fitness,Best fitness
26.29307893444312,89.22188000615581
42.87748636731353,90.46467888464232
42.60696319957292,90.46467888464232
38.863755080259054,90.46467888464232
60.35866863838045,90.46467888464232
61.23777941885293,90.46467888464232
67.09831151818716,94.08936470590375
56.84095141716563,94.08936470590375
62.34625294842376,94.08936470590375
46.29649721593315,94.08936470590375
52.185784961435786,94.18001907417188
53.746937907463256,94.18001907417188
61.86395070025517,94.18001907417188
50.0732270782661,94.18001907417188
45.592671371221535,94.18001907417188
59.44224287733608,94.18001907417188
65.46522402749821,94.18001907417188
54.12740383703508,94.18001907417188
66.66927703826033,94.18001907417188
64.22941757410922,94.18001907417188
