Mean fitness,Best fitness
14.970285186966048,57.269900217026425
21.179243727094693,75.26990021702643
20.001177537542784,75.26990021702643
25.84898042236783,75.26990021702643
22.738693273184712,75.26990021702643
35.646868695282166,75.26990021702643
45.730292863685634,75.26990021702643
43.11271497884286,75.26990021702643
47.43077539376097,75.26990021702643
51.066654379819056,94.85250552318655
51.17657346273768,94.85250552318655
45.599461215584995,94.85250552318655
36.766433297540495,94.87603602059674
47.69887136534371,94.87603602059674
37.062469751897254,94.9001335721758
50.29490491116127,94.9001335721758
33.261272388534486,94.9001335721758
57.144783083562196,94.9001335721758
59.17995967795052,94.9001335721758
52.622169379757764,94.9001335721758
