Mean fitness,Best fitness
25.45406294427642,89.67288973525116
44.54977748352293,89.67288973525116
37.71095064648991,94.18001907417188
44.140076618048454,94.18001907417188
43.53378722334956,94.18001907417188
47.55781333843365,94.18001907417188
58.006631321609404,94.18001907417188
67.41667786584361,94.18001907417188
66.6482507260945,94.18001907417188
61.446720422235366,94.18001907417188
66.30658374609025,94.18001907417188
59.95905273898997,94.18001907417188
59.17071077082269,94.18001907417188
65.69873332870071,94.18001907417188
60.001838087512,94.18001907417188
72.99779848995951,94.18001907417188
67.70091545807657,94.18001907417188
62.065174393935656,94.18001907417188
63.540158542543075,94.18001907417188
65.37468014551938,94.18001907417188
