Mean fitness,Best fitness
6.177284169403635,48.03642065638155
9.911085389564104,64.80857066996361
15.221647350269386,84.05659077784127
21.84328690212335,84.05659077784127
18.370687628505603,84.05659077784127
29.305728055680653,88.21027909447734
41.58461065337241,88.58527439979628
36.82117462616123,88.58527439979628
29.89945961612232,89.97328304939495
31.95361464118698,89.97328304939495
34.737273483587956,89.97328304939495
34.961260337893656,91.31958530891659
34.803450519416714,91.31958530891659
56.99971963209921,91.47686730400922
52.03335136855977,91.47686730400922
59.84866166216998,91.47686730400922
56.85804320126265,91.47686730400922
58.09866207656846,91.47686730400922
60.77068074782064,91.47686730400922
65.92965909295108,91.47686730400922
